Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,NCA41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.032652796,16.75,190.8162,4
Low Fat,NCY17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0,18.2,44.1086,4
Low Fat,NCX17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.113833823,21.25,232.83,4
Low Fat,NCV54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.033176087,11.1,120.1124,4
Low Fat,NCQ06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.041909345,13,255.0014,4
Low Fat,NCB55,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.16098885,15.7,57.8562,4
Low Fat,NCN54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021369722,20.35,75.8328,4
Low Fat,DRE12,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0,4.59,111.186,4
Low Fat,FDR48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.132248069,11.65,150.5024,4
Low Fat,FDO12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.055241242,15.75,196.5452,4
Low Fat,FDS47,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.12961476,16.75,86.1856,4
Low Fat,FDZ27,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.017253305,7.935,51.435,4
Low Fat,DRE03,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.024363939,19.6,46.3718,4
Low Fat,FDB08,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03127929,6.055,160.3578,4
Low Fat,FDB44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0,6.655,212.4586,4
Low Fat,FDE57,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.036490369,9.6,140.8154,4
Low Fat,FDN20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.026329989,19.35,169.2474,4
Low Fat,NCD19,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.013253936,8.93,56.4614,4
Low Fat,NCG55,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0,16.25,115.2176,4
Low Fat,NCO54,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.014355033,19.5,55.4614,4
Low Fat,FDE46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.015858893,18.6,152.9366,4
Regular,FDR37,Breakfast,2015,OUT045,Tier 2,High,Supermarket Type1,0.066383907,16.5,180.4292,4
Regular,FDA25,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.068263916,16.5,104.799,4
Regular,FDU50,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.075322658,5.75,116.3176,4
Regular,FDT19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.145335007,7.59,173.108,4
Regular,FDX32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.100060762,15.1,144.0786,4
Regular,FDU51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.096709408,20.2,175.8028,4
Regular,FDG46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.032976399,8.63,114.6518,4
Regular,FDM12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.070312473,16.7,189.6214,4
Regular,FDW38,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.139464425,5.325,53.2298,4
Regular,FDZ14,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.047857877,7.71,119.7756,4
Regular,FDS19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.06457046,13.8,76.2012,4
Regular,FDP03,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,5.15,122.9388,4
Regular,FDR51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.174450933,9.035,151.0708,4
Regular,FDR03,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00878535,15.7,204.998,4
Regular,FDO46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,9.6,191.0872,4
Regular,FDV22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.009995002,14.85,154.463,4
Low Fat,FDU35,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,6.44,99.87,4
Low Fat,FDV49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025822315,10,262.7226,4
Low Fat,FDA13,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.078540095,15.85,36.3506,4
Low Fat,FDJ52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.017783501,7.145,159.4578,4
Low Fat,FDT04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107021498,17.25,40.5822,4
Low Fat,NCZ41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.064409056,19.85,126.7704,4
Low Fat,NCJ30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08062523,5.82,168.379,4
Low Fat,NCN54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021322439,20.35,79.1328,4
Low Fat,NCD54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029003459,21.1,143.4786,4
Low Fat,NCP50,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020555958,17.35,79.4618,4
Low Fat,FDQ09,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058121214,7.235,115.8834,4
Low Fat,FDI22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09619424,12.6,210.8612,4
Low Fat,DRD12,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.077178965,6.96,93.1146,4
Low Fat,DRL60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027054244,8.52,151.5682,4
Low Fat,DRD13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049070183,15,61.9168,4
Regular,FDI48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,11.85,51.2666,4
Regular,FDZ49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13312044,11,221.5798,4
Regular,FDJ02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025162022,17.2,145.9418,4
Regular,FDJ15,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.023318068,11.35,182.4608,4
Regular,FDO52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.077150004,11.6,170.2106,4
Regular,FDU58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029006239,6.61,186.0898,4
Regular,FDN46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.14460413,7.21,102.6332,4
Regular,FDO46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.014209811,9.6,188.1872,4
Regular,FDI34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.085119855,10.65,229.8668,4
Regular,FDG22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041373331,17.6,38.119,4
Regular,DRC13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.032435437,8.26,124.873,4
Low Fat,FDB17,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.061381589,13.15,179.9976,4
Low Fat,FDZ44,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.064824502,8.185,116.0808,4
Low Fat,DRK35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.120256303,8.365,39.2506,4
Low Fat,NCP29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.187918654,8.42,65.4168,4
Low Fat,NCZ29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.119461188,15,126.3362,4
Low Fat,NCS30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.155706798,5.945,127.9652,4
Low Fat,NCA42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.047784475,6.965,158.8604,4
Low Fat,NCH55,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.058034349,16.35,124.802,4
Low Fat,FDT58,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.143870574,9,169.4816,4
Low Fat,FDZ45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.111936685,14.1,198.8084,4
Low Fat,FDO57,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.181958524,20.75,161.0578,4
Regular,FDT12,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.083056555,6.215,224.4062,4
Regular,FDW12,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.059540542,8.315,143.6444,4
Regular,FDF26,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.078057026,6.825,154.5998,4
Regular,FDV37,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.139785104,13,196.2426,4
Regular,FDW38,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.23212188,5.325,55.5298,4
Regular,FDS04,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.245483691,10.195,141.8838,4
Regular,FDO22,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.029893094,13.5,81.096,4
Regular,FDJ58,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.176244038,15.6,173.6764,4
Low Fat,FDW13,Canned,2011,OUT010,Tier 3,Small,Grocery Store,0.163838951,8.5,51.3324,4
Low Fat,FDH48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0,13.5,88.054,4
Low Fat,FDO37,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.021358889,8.06,232.3326,4
Low Fat,FDD14,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.169667145,20.7,183.5266,4
Low Fat,FDV38,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.101689151,19.25,54.6956,4
Low Fat,FDC41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.116815953,15.6,75.567,4
Low Fat,FDE57,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.03625493,9.6,141.0154,4
Low Fat,FDS07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.099674817,12.35,112.2518,4
Low Fat,NCJ30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0,5.82,169.379,4
Low Fat,NCI06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.04767798,11.3,181.466,4
Low Fat,FDO34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.029914022,17.7,166.2816,4
Low Fat,FDE46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01575657,18.6,153.1366,4
Low Fat,DRH37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.041581725,17.6,163.3526,4
Regular,FDH02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.02076385,7.27,89.0488,4
Regular,FDC51,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.009613854,10.895,122.973,4
Regular,FDT07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.077254736,5.82,257.633,4
Regular,FDJ44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.106238768,12.3,176.1396,4
Regular,FDO22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.017844609,13.5,81.396,4
Regular,FDI10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.078339081,8.51,172.9422,4
Low Fat,FDF04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013692598,17.5,259.7304,4
Low Fat,FDD11,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,12.85,253.004,4
Low Fat,FDN12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,15.6,111.8544,4
Low Fat,FDD14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.170500183,20.7,184.1266,4
Low Fat,FDQ52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.119871307,17,248.3434,4
Low Fat,FDJ08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.111122936,11.1,189.2846,4
Low Fat,FDY19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041533438,19.75,119.8466,4
Low Fat,DRM11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066338717,6.57,261.4278,4
Low Fat,NCP41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016276741,16.6,109.8596,4
Low Fat,NCP17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027827268,19.35,65.6168,4
Low Fat,NCS38,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.090558833,8.6,112.6176,4
Low Fat,DRJ25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.151180862,14.6,47.5692,4
Regular,FDY26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030634813,20.6,212.9244,4
Regular,FDV20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.060045008,20.2,128.3678,4
Regular,FDV57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,15.25,179.766,4
Low Fat,FDP11,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.068765925,null,216.9166,4
Low Fat,FDR23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08139146,null,177.837,4
Low Fat,FDB27,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.055121892,null,196.7768,4
Low Fat,FDK51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.005209791,null,265.2884,4
Low Fat,FDK28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065272284,null,256.1646,4
Low Fat,FDK52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,null,225.3062,4
Low Fat,FDU52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.063462048,null,157.563,4
Low Fat,NCK05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.077079177,null,61.5536,4
Low Fat,NCA06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.142589751,null,35.919,4
Low Fat,NCE06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.091042211,null,162.6894,4
Low Fat,NCG07,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.052247806,null,190.853,4
Low Fat,NCH54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.072317217,null,160.792,4
Low Fat,NCT18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05911748,null,181.5976,4
Low Fat,NCZ06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09370568,null,253.8698,4
Low Fat,NCL07,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0311868,null,39.548,4
Regular,FDF24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02524761,null,81.9934,4
Regular,FDF26,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.046408928,null,153.2998,4
Regular,FDR40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00799548,null,78.5618,4
Regular,FDW16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.041273391,null,91.6804,4
Regular,FDY04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.042270751,null,162.521,4
Regular,FDO31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.028842332,null,81.496,4
Regular,FDF34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.013951504,null,199.9084,4
Regular,DRC36,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044767032,null,173.7054,4
Low Fat,FDW24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037315469,null,50.0034,4
Low Fat,FDQ23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024407061,null,102.3332,4
Low Fat,NCS05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.020876485,null,133.7942,4
Regular,FDT26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.067624438,null,120.944,4
Low Fat,NCD19,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0,8.93,53.8614,4
Low Fat,FDB34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026480954,null,87.6198,4
Low Fat,DRK35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071958197,8.365,38.0506,4
Regular,FDB56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07461309,8.75,187.4556,4
Low Fat,FDP09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034027909,19.75,212.0902,4
Low Fat,FDG02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011307038,7.855,188.5188,4
Regular,FDM15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.057373797,11.8,151.4366,4
Regular,FDO08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.09415375,null,165.7526,4
Low Fat,FDT43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020631654,16.35,50.1324,4
Low Fat,FDI24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.078362484,null,177.937,4
Regular,FDS46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.082741482,null,118.7782,4
Regular,FDG28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.049559042,9.285,246.4144,4
Low Fat,FDG24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014618973,7.975,85.225,4
Low Fat,FDQ56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.10550944,6.59,85.6908,4
Low Fat,FDX23,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029691762,6.445,92.6436,4
Regular,FDR44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.102920886,6.11,130.4968,4
Regular,FDU01,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.011995271,20.25,184.5924,4
Regular,FDP59,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.056580228,20.85,105.6648,4
Low Fat,NCV17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01619866,18.85,129.2626,4
Low Fat,FDZ15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020870744,13.1,117.3782,4
Low Fat,FDA36,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.005677876,5.985,184.8924,4
Low Fat,FDV51,Meat,2011,OUT010,Tier 3,Small,Grocery Store,0.054463442,16.35,163.8842,4
Low Fat,NCT41,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.098031771,null,151.3024,4
Low Fat,NCK54,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,12.15,117.815,4
Low Fat,FDE16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026384672,8.895,208.9954,4
Low Fat,FDE53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026749991,null,106.928,4
Low Fat,NCL19,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015673267,15.35,145.047,4
Regular,FDT32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065316099,null,189.9214,4
Low Fat,FDC46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.115978122,null,183.4266,4
Low Fat,FDS10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0350152,null,182.0318,4
Low Fat,FDC04,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044767801,null,241.8854,4
Low Fat,NCJ30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080968973,5.82,171.379,4
Regular,FDQ15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.150341867,null,83.1276,4
Regular,FDV01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,null,154.6314,4
Regular,FDJ57,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021569566,7.42,184.8582,4
Low Fat,NCE31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.184843579,7.67,33.1216,4
Low Fat,FDV07,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,9.5,110.4228,4
Low Fat,FDD04,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.090153756,16,143.2154,4
Low Fat,NCC18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.177545624,19.1,172.4422,4
Low Fat,NCL31,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.120467994,7.39,145.147,4
Low Fat,FDA33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033952603,6.48,148.2076,4
Low Fat,FDT59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.65,229.4668,4
Low Fat,FDE26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.089144149,9.3,144.9786,4
Low Fat,FDB50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.153857402,13,76.3986,4
Low Fat,FDC17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.015484763,12.15,211.9928,4
Low Fat,FDM44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.031097948,12.5,103.899,4
Low Fat,DRI11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034457776,8.26,113.3834,4
Low Fat,DRL47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,19.7,125.9362,4
Low Fat,NCB30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025742955,14.6,197.1084,4
Low Fat,NCI18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014045832,18.35,222.7746,4
Low Fat,NCP06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039306822,20.7,150.7366,4
Low Fat,NCO02,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.15,65.0142,4
Low Fat,DRE37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.094366079,13.5,190.9872,4
Low Fat,DRD24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030842963,13.85,143.1154,4
Low Fat,DRL37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053455158,15.5,43.677,4
Regular,FDJ12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039101813,8.895,208.8296,4
Regular,FDX11,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.106918052,16,183.5634,4
Regular,FDJ60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.062625641,19.35,165.3184,4
Regular,FDB37,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022976493,20.25,240.3538,4
